id,image_id,caption
Digital Scholarship in the Humanities-1045,Digital Scholarship in the Humanities-1045-Figure 10,"Segmentation performance on the Berney cadastre of Lausanne, according to the number of training samples (768 × 768 pixels patches) and the segmentation problem. Built versus 1 refers to a setting in which the built class is segmented against background class. Built versus 4 refers to a setting in which the built class is segmented against background, non-built, water, and road network. The architecture used is state of the art (OCR–HRNetV2 W48, Yuan et al., 2020)"
Digital Scholarship in the Humanities-1046,Digital Scholarship in the Humanities-1046-Figure 1,"Frequency of the word miqdash in Hebrew literature (1848–1948), Google Ngrams."
Digital Scholarship in the Humanities-1046,Digital Scholarship in the Humanities-1046-Figure 2,"Frequency of inflections of the word miqdash in Hebrew literature (1848–1948), Google Ngrams."
Digital Scholarship in the Humanities-1046,Digital Scholarship in the Humanities-1046-Figure 3,"Share of each cluster, and meta-cluster, divided according to word frequency."
Digital Scholarship in the Humanities-1046,Digital Scholarship in the Humanities-1046-Figure 4,Segmentation of frequent phrases into clusters and meta-clusters.
Digital Scholarship in the Humanities-1048,Digital Scholarship in the Humanities-1048-Figure 1,A visual representation of contrastive pre-training. The figure is based on an image that can be found in a blog about CLIP by OpenAI (https://openai.com/blog/clip/)
Digital Scholarship in the Humanities-1048,Digital Scholarship in the Humanities-1048-Figure 2,A visual representation of zero-shot prediction on a historical collection of images using prompts. The figure is based on an image that can be found in a blog about CLIP by OpenAI (https://openai.com/blog/clip/)
Digital Scholarship in the Humanities-1048,Digital Scholarship in the Humanities-1048-Figure 3,"Top-4 cosine similarity scores (0.273/0.254/0.253/0.251) for the prompt ‘a dog’ and a random sample of 10.0000 of the 42.000 magic-lantern slides. Reproduced by permission via Lucerna Magic Lantern Web Resource. Left to right: ‘Hond’ (item 5106528), slide 12 of ‘Ons huis’ (c. 1920). Digital image uploaded by Sarah Dellmann (2016); ‘Collie’ (item 5040076), slide 24 of ‘Instantaneous studies: animals’ (c. 1891). Image uploaded by the Manchester Museum (2019); ‘Tearem Pincher, Esq.’ (item 5069469) and ‘Sir Robert Pincher’ (item 5069468), slides 3 and 4 of ‘Comical Cats and Dogs’ (1900–1907). Image uploaded by Lucerna (2019)"
Digital Scholarship in the Humanities-1048,Digital Scholarship in the Humanities-1048-Figure 4,"Top-4 cosine similarity scores (0.257/0.249/0.249/0.246) for the prompt ‘a couple in love’ and a random sample of 10.0000 of the 42.000 magic-lantern slides. Reproduced by permission via Lucerna Magic Lantern Web Resource. Left to right: ‘Who knows how I long to kiss you?’ (item 5009448), slide 15 of ‘Who knows? Who cares?’ (1910). Image uploaded by Lucerna (2008); ‘Oh, sad was my heart when we sobbed our good-bye’ (item 5005994), slide 3 of ‘Angus MacDonald: new series’ (1912). Image uploaded by Ludwig Vogl-Bienek (2006); ‘And out on the shingle, we leap in our glee’ (item 5011569), slide 4 of ‘Mona: new series’ (1905). Image uploaded by Lucerna (2008); ‘Tis Angus my own’ (item 5006007), slide 16 of ‘Angus MacDonald: new series’ (1912). Image uploaded by Ludwig Vogl-Bienek (2006)"
Digital Scholarship in the Humanities-1048,Digital Scholarship in the Humanities-1048-Figure 5,"Examples of interior and exterior photographic slides. Reproduced by permission via Lucerna Magic Lantern Web Resource. Left to right: ‘Monaco. Monte Carlo Gardens’ (item 5047188), slide 24 of ‘The Mediterranean’ (1887). Image uploaded by Lucerna (2013); ‘A Gentleman thought of his Silver and Gold’ (item 5073535), slide 8 of ‘Our Father’s care’ (unknown). Image uploaded by Nicholas Hiley (2017)"
Digital Scholarship in the Humanities-1048,Digital Scholarship in the Humanities-1048-Figure 6,"Average precision and range precision per 100 top-n images for the three prompts. From left to right: ‘a family’, ‘an image of a family’, and ‘an illustration of a family’"
Digital Scholarship in the Humanities-1048,Digital Scholarship in the Humanities-1048-Figure 7,"Recurring themes: the third, fourth, sixth, and seventh highest ranked images for ‘an image of a family’ and the 38.000 images in our corpus (0.324/0.323/0.322/0.321). All images are rights-free via the DBNL, National Library of the Netherlands (left to right): Jan Schenkman, Torentje torentje bossekruid, of het eerste prentenboek op Moeders schoot (Amsterdam 1880); anonymous, Kloentjen, kloentjen garen en anderen (Haarlem 188); Dirk Dekker, Geschiedenis van een rijksdaalder en een cent (Amsterdam 1874); W.F. Oostveen, Het sprekend prentenboek (Rotterdam ca. 1885)"
Digital Scholarship in the Humanities-1048,Digital Scholarship in the Humanities-1048-Figure 8,"The four highest ranked images of animal families for ‘an image of a family’ and the 38.000 images in our corpus (0.311/0.304/0.293/0.292). All images are rights-free via the DBNL, National Library of the Netherlands (left to right): Mattheus van Heijningen Bosch, Jan en zijn zusje, of eerste leeslesjes (Groningen, 1818); anonymous, Leerzaam allerlei voor de lieve kleinen (Rotterdam 1857); Oom Anton, De prentjes van Oom Anton met versjes erbij (Amsterdam 1920–30); anonymous, Nieuwe dieren galery voor kinderen (Mainz 1870–80)"
Digital Scholarship in the Humanities-1048,Digital Scholarship in the Humanities-1048-Figure 9,"The four highest ranked images of girls caring for younger siblings and/or dolls for ‘an image of a family’ and the 38.000 images in our corpus (0.318/0.313/0.309/0.306). All images are rights-free via the DBNL, National Library of the Netherlands left to right): J.J.A. Goeverneur, Fabelen en gedichtjes (Leeuwarden 1873); anonymous, De koningin der poppen (Amsterdam 1867); Jacob van Lennep, J.J.L. ten Kate en S.J. van den Bergh, De nachtegaal en het lijstertje (Leiden 1854); Anna Sutorius, Pannekoeken bakken (Den Haag 1929)"
Digital Scholarship in the Humanities-1049,Digital Scholarship in the Humanities-1049-Figure 1,Box-and-whisker diagram of sixteen verse sections and twelve prose sections of Henry V according to the word lengths measured in letters
Digital Scholarship in the Humanities-1049,Digital Scholarship in the Humanities-1049-Figure 2,"Visual display of Tables 2 and 3. Average of Henry V (prose) is 3.97, median 3.94, IQR 4.04–3.92. Average of Shakespeare plays is 3.98, median 3.98, IQR 4.05–3.92"
Digital Scholarship in the Humanities-1049,Digital Scholarship in the Humanities-1049-Figure 3,"Display of Tables 1 and 4. Average of Henry V (verse) is 4.27, median 4.36, IQR 4.40–4.10. Average of Shakespeare plays is 4.09, median 4.09, IQR 4.15–4.03"
Digital Scholarship in the Humanities-1049,Digital Scholarship in the Humanities-1049-Figure A1,"Graphic comparison of the proportions of prose in Shakespeare Plays, as estimated on the one hand by Marvin Spevack and the Oxford Shakespeare, and by Ward Elliott and Merriam on the other"
Digital Scholarship in the Humanities-1050,Digital Scholarship in the Humanities-1050-Figure 1,Chanda and its types
Digital Scholarship in the Humanities-1050,Digital Scholarship in the Humanities-1050-Figure 2,Sample distribution across the classes
Digital Scholarship in the Humanities-1050,Digital Scholarship in the Humanities-1050-Figure 3,Phases of transformation from Early dataset to PPD
Digital Scholarship in the Humanities-1050,Digital Scholarship in the Humanities-1050-Figure 4,Overview of system flow
Digital Scholarship in the Humanities-1050,Digital Scholarship in the Humanities-1050-Figure 5,(a) Accuracy plot for seventy–thirty split (b) Accuracy plot for eighty–twenty split (c) Accuracy plot for ninty–ten split
Digital Scholarship in the Humanities-1050,Digital Scholarship in the Humanities-1050-Figure 6,Confusion matrices received from mentioned machine learning models for test–train split of ninety–ten. (a) Confusion matrix from BNB model. (b) Confusion matrix from KNN model. (c) Confusion matrix from RF model. (d) Confusion matrix from SVM model
Digital Scholarship in the Humanities-1050,Digital Scholarship in the Humanities-1050-Figure 7,Confusion matrices received from machine learning models with train–test division of seventy–thirty per cent. (a) Confusion matrix from BNB model. (b) Confusion matrix from KNN model. (c) Confusion matrix from RF model. (d) Confusion matrix from SVM model
Digital Scholarship in the Humanities-1050,Digital Scholarship in the Humanities-1050-Figure 8,Post-processing flow illustration
Digital Scholarship in the Humanities-1051,Digital Scholarship in the Humanities-1051-Figure A1,Volume and abundance differences across genres
Digital Scholarship in the Humanities-1051,Digital Scholarship in the Humanities-1051-Figure A2,VR and evenness differences across genres
Digital Scholarship in the Humanities-1051,Digital Scholarship in the Humanities-1051-Figure A3,Disparity and dispersion differences across genres
Digital Scholarship in the Humanities-1051,Digital Scholarship in the Humanities-1051-Figure A4.,Dispersion differences across two episodes from drama and reality TV genres
Digital Scholarship in the Humanities-1052,Digital Scholarship in the Humanities-1052-Figure 1,Workflow model for holistic data management and semantic interoperability in archival research
Digital Scholarship in the Humanities-1052,Digital Scholarship in the Humanities-1052-Figure 2,Identity (URI) management and provenance chain
Digital Scholarship in the Humanities-1052,Digital Scholarship in the Humanities-1052-Figure 3,An example of a real FastCat record belonging to the template ‘Crew List (Ruoli di Equipaggio)’
Digital Scholarship in the Humanities-1052,Digital Scholarship in the Humanities-1052-Figure 4,Curation of ship instances in FastCat Team
Digital Scholarship in the Humanities-1052,Digital Scholarship in the Humanities-1052-Figure 5,Semantic search and results visualization in ResearchSpace
Digital Scholarship in the Humanities-1053,Digital Scholarship in the Humanities-1053-Figure 1,Relational model of texts and manuscripts used by the network analysis
