,X,id,title,date,authors,affiliations,doi,journal
123,123,llc-123,Bangla pronouns - a corpus based study,2000,NS Dash,"Dash, NS:Computer Vision and Pattern Recognition Unit, Indian Statistical Institute, 203, Barrackpore Trunk Road, Calcutta 700035, India E-mail: niladri@www.isical.ac.in",https://doi.org/10.1093/llc/15.4.433,LLC
124,124,llc-124,A practical method for deriving phonetic and linguistic data for minority languages,2000,B Williams,"Williams, B:Centre for Speech Technology Research, University of Edinburgh, 80 South Bridge, Edinburgh EH1 1HN, UK briony.cstr.ed.ac.uk",https://doi.org/10.1093/llc/15.4.445,LLC
125,125,llc-125,ORCHID: building linguistic resources in Thai,2000,H Isahara; Q Ma; V Sornlertlamvanich; N Takahashi,"Isahara, H:None;  Ma, Q:None;  Sornlertlamvanich, V:None;  Takahashi, N:None",https://doi.org/10.1093/llc/15.4.465,LLC
126,126,llc-126,A New Technique for Authenticating Content in Evolving Marked-up Documents,2005,Phillip Berrie,"Berrie, Phillip:University of New South Wales at ADFA, Australia",https://doi.org/10.1093/llc/fqi047,LLC
127,127,llc-127,All the Way Through: Testing for Authorship in Different Frequency Strata,2006,John Burrows,"Burrows, John:University of Newcastle, Australia",https://doi.org/10.1093/llc/fqi067,LLC
128,128,llc-128,"In the interest of fairness and accuracy, this article has been taken out of the online journal issue. References should not be made to this article as having appeared in Literary and Linguistic Computing.",2007,NA,NA,https://doi.org/10.1093/llc/fqi068,LLC
129,129,llc-129,Modelling Space and Time in Narratives about Restaurants,2006,Erik T. Mueller,"Mueller, Erik T.:IBM Thomas J. Watson Research Center, PO Box 704, Yorktown Heights, NY 10598, USA",https://doi.org/10.1093/llc/fql014,LLC
130,130,llc-130,"Digital History: A Guide to Gathering, Preserving, and Presenting the Past on the WebDaniel J. Cohen and Roy Rosenzweig.",2006,Michael S. Mahoney,"Mahoney, Michael S.:Department of History, Princeton University, US",https://doi.org/10.1093/llc/fql024,LLC
131,131,llc-131,The Advanced Internet Searcher's Handbook. Third EditionPhil Bradley.,2006,Edward Vanhoutte,"Vanhoutte, Edward:Centre for Scholarly Editing and Document Studies, Royal Academy of Dutch Language and Literature, Belgium",https://doi.org/10.1093/llc/fql025,LLC
132,132,llc-132,Introduction to Modern Information Retrieval. Second editionG. G. Chowdhury.,2006,Ron Van den Branden,"Van den Branden, Ron:Centre for Scholarly Editing and Document Studies, Royal Academy of Dutch Language and Literature, Belgium",https://doi.org/10.1093/llc/fql026,LLC
133,133,llc-133,Digitizing Collections. Strategic Issues for the Information ManagerLorna M. Hughes.,2006,Melissa Terras,"Terras, Melissa:School of Library, Archive and Information Studies, University College London, UK.",https://doi.org/10.1093/llc/fql027,LLC
134,134,llc-134,The Laws of Cool: Knowledge Work and the Culture of InformationAlan Liu.,2006,Vika Zafrin,"Zafrin, Vika:Virtual Humanities Lab, Brown University, USA",https://doi.org/10.1093/llc/fql028,LLC
135,135,llc-135,The Content Management HandbookMartin White.,2006,Paul Vetch,"Vetch, Paul:King's College London, UK",https://doi.org/10.1093/llc/fql029,LLC
136,136,llc-136,Developing Linguistic Corpora—A Guide to Good PracticeMartin Wynne (ed.).,2006,Guy De Pauw,"De Pauw, Guy:CNTS-Language Technology Group, Department of Linguistics, University of Antwerp, Belgium",https://doi.org/10.1093/llc/fql030,LLC
137,137,llc-137,Use of the Chi-Squared Test to Examine Vocabulary Differences in English Language Corpora Representing Seven Different Countries,2006,Michael P. Oakes; Malcolm Farrow,"Oakes, Michael P.:University of Sunderland, UK;  Farrow, Malcolm:University of Newcastle upon Tyne, UK",https://doi.org/10.1093/llc/fql044,LLC
138,138,llc-138,Function Words in Authorship Attribution Studies,2006,Antonio Miranda García; Javier Calle Martín,"García, Antonio Miranda:Department of English, School of Engineering, University of Málaga, Spain;  Martín, Javier Calle:Department of English, Faculty of Arts, University of Málaga, Spain",https://doi.org/10.1093/llc/fql048,LLC
139,139,llc-139,Corpus Design Criteria,1992,SUE ATKINS; JEREMY CLEAR; NICHOLAS OSTLER,"ATKINS, SUE:Oxford University Press  UK;  CLEAR, JEREMY:Oxford University Press  UK;  OSTLER, NICHOLAS:Linguacubun  UK",https://doi.org/10.1093/llc/7.1.1,LLC
140,140,llc-140,Xenophon's Athenaion Politeia: A Study By Correspondence Analysis,1992,MAURIZIO LANA,"LANA, MAURIZIO:University of Torino  Torino, Italy",https://doi.org/10.1093/llc/7.1.17,LLC
141,141,llc-141,A Code for Bibliographic Records Transliterated from Greek,1992,M. J. RIDLEY,"RIDLEY, M. J.:University of Bradford  UK",https://doi.org/10.1093/llc/7.1.27,LLC
142,142,llc-142,‘All I'm Saying Is…’: The Correlation of Form and Function in Pseudo-cleft Sentences,1992,ELENA TOGNINI BONELLI,"BONELLI, ELENA TOGNINI:Department of Italian, University of Birmingham",https://doi.org/10.1093/llc/7.1.30,LLC
143,143,llc-143,St Paul Revisited—a Computational Result,1992,H. H. GREENWOOD,"GREENWOOD, H. H.:University of Keele  UK",https://doi.org/10.1093/llc/7.1.43,LLC
144,144,llc-144,Reasoning-Based Heuristics for Meaning Analysis,1992,DONALEE H. ATTARDO,"ATTARDO, DONALEE H.:Purdue University  West Lafayette, Indiana, USA",https://doi.org/10.1093/llc/7.1.48,LLC
145,145,llc-145,Synoname™: A Personal Name-Matching Program for Use in the Humanities,1992,SUSAN SIEGFRIED,"SIEGFRIED, SUSAN:The Getty Art History Information Program  Santa Monica, USA",https://doi.org/10.1093/llc/7.1.64,LLC
146,146,llc-146,Reports from Colloquia at Tübingen,1992,D. Kottke,"Kottke, D.:None",https://doi.org/10.1093/llc/7.1.68,LLC
147,147,llc-147,Diary,1992,NA,NA,https://doi.org/10.1093/llc/7.1.80,LLC
148,148,llc-148,Documents Received,1992,NA,NA,https://doi.org/10.1093/llc/7.1.85,LLC
149,149,llc-149,News and Notes,1992,NA,NA,https://doi.org/10.1093/llc/7.1.86,LLC
150,150,llc-150,Editorial,2001,NA,NA,https://doi.org/10.1093/llc/16.1.1,LLC
151,151,llc-151,Minutes of the Annual General Meeting of the Association for Literary and Linguistic Computing held in Glasgow on 24 July 2000 at 13.20 hours,2001,NA,NA,https://doi.org/10.1093/llc/16.1.113,LLC
152,152,llc-152,Treasurer's Report: Financial year January to December 1999,2001,NA,NA,https://doi.org/10.1093/llc/16.1.115,LLC
153,153,llc-153,An Assistant Tool for Verse-Making in Basque Based on Two-Level Morphology,2001,Bertol Arrieta; Iñaki Alegria; Xabier Arregi,"Arrieta, Bertol:University of the Basque Country  Donostia, Basque Country;  Alegria, Iñaki:University of the Basque Country  Donostia, Basque Country;  Arregi, Xabier:University of the Basque Country  Donostia, Basque Country",https://doi.org/10.1093/llc/16.1.29,LLC
154,154,llc-154,Introduction to the special issues,2001,NA,NA,https://doi.org/10.1093/llc/16.1.3,LLC
155,155,llc-155,Applying Machine Learning Toward an Automatic Classification of It,2001,Richard Evans,"Evans, Richard:University of Wolverhampton  Wolverhampton, UK",https://doi.org/10.1093/llc/16.1.45,LLC
156,156,llc-156,Structured Text Corpora in the Study of Language Variation and Change,2001,Anneli Meurman-Solin,"Meurman-Solin, Anneli:University of Helsinki  Helsinki, Finland",https://doi.org/10.1093/llc/16.1.5,LLC
157,157,llc-157,On Consensus between Tree-Representations of Linguistic Data,2001,M. Juillard,"Juillard, M.:Université de Nice–Sophia Antipolis  Nice, France",https://doi.org/10.1093/llc/16.1.59,LLC
158,158,llc-158,Shouting and Screaming: Manner and Noise Verbs in Communication,2001,Margaret Urban; Josef Ruppenhofer,"Urban, Margaret:University of California  Berkeley, CA, USA;  Ruppenhofer, Josef:University of California  Berkeley, CA, USA",https://doi.org/10.1093/llc/16.1.77,LLC
159,159,llc-159,New Directions in Middle High German Lexicography: Dictionaries Interlinked Electronically,2001,Johannes Fournier,"Fournier, Johannes:University of Trier  Trier, Germany",https://doi.org/10.1093/llc/16.1.99,LLC
160,160,llc-160,Names in novels: An experiment in computational stylistics,2012,Karina van Dalen-Oskam,"van Dalen-Oskam, Karina:Huygens Institute for the History of the Netherlands (Royal Netherlands Academy of Arts and Sciences), The Netherlands",https://doi.org/10.1093/llc/fqs007,LLC
161,161,llc-161,"A trip around the world: Accommodating geographical, linguistic and cultural diversity in academic research teams",2012,Lynne Siemens; Elisabeth Burr,"Siemens, Lynne:School of Public Administration, University of Victoria, Canada;  Burr, Elisabeth:Universität Leipzig, Institut für Romanistik, Germany",https://doi.org/10.1093/llc/fqs018,LLC
162,162,llc-162,The Tesserae Project: intertextual analysis of Latin poetry,2012,Neil Coffee; Jean-Pierre Koenig; Shakthi Poornima; Christopher W. Forstall; Roelant Ossewaarde; Sarah L. Jacobson,"Coffee, Neil:The University at Buffalo, The State University of New York, USA;  Koenig, Jean-Pierre:The University at Buffalo, The State University of New York, USA;  Poornima, Shakthi:The University at Buffalo, The State University of New York, USA;  Forstall, Christopher W.:The University at Buffalo, The State University of New York, USA;  Ossewaarde, Roelant:The University at Buffalo, The State University of New York, USA;  Jacobson, Sarah L.:The University at Buffalo, The State University of New York, USA",https://doi.org/10.1093/llc/fqs033,LLC
163,163,llc-163,"Do birds of a feather really flock together, or how to choose training samples for authorship attribution",2012,Maciej Eder; Jan Rybicki,"Eder, Maciej:Pedagogical University of Kraków, Poland;  Rybicki, Jan:Jagiellonian University, Kraków, Poland",https://doi.org/10.1093/llc/fqs036,LLC
164,164,llc-164,Documenting horizons of interpretation in philosophy,2012,Ernesto Priani Saisó; Leticia Flores Farfán; Isabel Galina; Rafael Gómez Choreño; Marat Ocampo Gutiérrez de Velasco,"Saisó, Ernesto Priani:History of Philosophy and Humanities Computing, Facultad de Filosofía y Letras, Universidad Nacional Autónoma de México;  Farfán, Leticia Flores:History of Philosophy, Facultad de Filosofía y Letras, Universidad Nacional Autónoma de México;  Galina, Isabel:Instituto de Investigaciones Bibliográficas, Universidad Nacional Autónoma de México;  Choreño, Rafael Gómez:History of Philosophy, Facultad de Filosofía y Letras, Universidad Nacional Autónoma de México;  de Velasco, Marat Ocampo Gutiérrez:Facultad de Filosofía y Letras, Universidad Nacional Autónoma de México",https://doi.org/10.1093/llc/fqs040,LLC
165,165,llc-165,Supporting exploratory text analysis in literature study,2012,Aditi Muralidharan; Marti A. Hearst,"Muralidharan, Aditi:University of California at Berkeley, USA;  Hearst, Marti A.:University of California at Berkeley, USA",https://doi.org/10.1093/llc/fqs044,LLC
166,166,llc-166,Parsing Koreran: A Free Word Order Language,1986,K.S CHOI; G.C KIM,"CHOI, K.S:Korea Advanced Institute of Science and Technology  Seoul;  KIM, G.C:Korea Advanced Institute of Science and Technology  Seoul",https://doi.org/10.1093/llc/1.3.123,LLC
167,167,llc-167,Automatic Stylistic Analysis of Lyrical Texts,1986,KARIN DIERKS,"DIERKS, KARIN:Institut fur Slavische Philologie, Karl-Franzens-Universitat  Graz",https://doi.org/10.1093/llc/1.3.129,LLC
168,168,llc-168,An Editor's Expert System,1986,GORDON DIXON,"DIXON, GORDON:Institute of Advanced Studies, Manchester Polytechnic  UK",https://doi.org/10.1093/llc/1.3.136,LLC
169,169,llc-169,The N-V Dichotomy in the Structure of English Noun Compounds?,1986,JELISAVETA K JAMKPVIC,"JAMKPVIC, JELISAVETA K:English Language Research, Department of English Language and Literature, University of Birmingham, UK",https://doi.org/10.1093/llc/1.3.143,LLC
170,170,llc-170,Some Thoughts Concerning the Application of Software Tools in Support of Old English Poetic Studies,1986,G.R HIDLEY,"HIDLEY, G.R:University of California  San Diego",https://doi.org/10.1093/llc/1.3.156,LLC
171,171,llc-171,"Phonetic Character Sets: Printing, Sorting and Computing",1986,H.J NEUHAUS,"NEUHAUS, H.J:Westfalische Wilhelms-Universitat  Munster",https://doi.org/10.1093/llc/1.3.163,LLC
172,172,llc-172,Considérations Statistiques sur le Nombre d' Éléments Fonctionnels dans un Corpus de Français Moderne,1986,C BERBET,"BERBET, C:Institut National de la Langue Francaise  Nancy",https://doi.org/10.1093/llc/1.3.168,LLC
173,173,llc-173,"Méthodologie informatique dans les Humanités. II. Statistique (A-J). Bibliographie, d′ après quelques Périodiques spécialisés (1979–1984)",1986,RENÉ PELLEN; JACQUES PRADINES,"PELLEN, RENÉ:None;  PRADINES, JACQUES:None",https://doi.org/10.1093/llc/1.3.173,LLC
174,174,llc-174,Reports from Colloquia at Tübingen,1986,D Kottke,"Kottke, D:None",https://doi.org/10.1093/llc/1.3.176,LLC
175,175,llc-175,Reports from Reprersentatives,1986,Yuri A Tambovtsev,"Tambovtsev, Yuri A:Novosibirsk University, USSR",https://doi.org/10.1093/llc/1.3.183,LLC
176,176,llc-176,Reports from Chairmen of Specialist Groups,1986,A.C.V Hawke,"Hawke, A.C.V:University of Wales",https://doi.org/10.1093/llc/1.3.187,LLC
177,177,llc-177,Diary,1986,NA,NA,https://doi.org/10.1093/llc/1.3.193,LLC
178,178,llc-178,News and Notes,1986,NA,NA,https://doi.org/10.1093/llc/1.3.194,LLC
179,179,llc-179,Documents Revceived,1986,NA,NA,https://doi.org/10.1093/llc/1.3.195,LLC
180,180,llc-180,Visualization of relationships among historical persons from Japanese historical documents,2013,Fuminori Kimura; Takahiko Osaki; Taro Tezuka; Akira Maeda,"Kimura, Fuminori:College of Information Science and Engineering, Ritsumeikan University, Japan;  Osaki, Takahiko:Independent Researcher;  Tezuka, Taro:Graduate School of Library, Information and Media Studies, University of Tsukuba, Japan;  Maeda, Akira:College of Information Science and Engineering, Ritsumeikan University, Japan",https://doi.org/10.1093/llc/fqs045,LLC
181,181,llc-181,Layer on layer. ‘Computational archaeology’ in 15th-century Middle Dutch historiography,2012,Rombert J. Stapel,"Stapel, Rombert J.:Fryske Akademy, Royal Netherlands Academy of Arts and Sciences/Leiden University, Netherlands",https://doi.org/10.1093/llc/fqs046,LLC
182,182,llc-182,Discovering land transaction relations from land deeds of Taiwan,2012,Shih-Pei Chen; Yu-Ming Huang; Jieh Hsiang; Hsieh-Chang Tu; Hou-Ieong Ho; Ping-Yen Chen,"Chen, Shih-Pei:National Taiwan University, Taiwan;  Huang, Yu-Ming:National Taiwan University, Taiwan;  Hsiang, Jieh:National Taiwan University, Taiwan;  Tu, Hsieh-Chang:National Taiwan University, Taiwan;  Ho, Hou-Ieong:National Taiwan University, Taiwan;  Chen, Ping-Yen:National Taiwan University, Taiwan",https://doi.org/10.1093/llc/fqs063,LLC
183,183,llc-183,Documents Received,1996,NA,NA,https://doi.org/10.1093/llc/11.2.102-a,LLC
184,184,llc-184,New Publications,1996,NA,NA,https://doi.org/10.1093/llc/11.2.102-b,LLC
185,185,llc-185,"Claire Gardent and Karine Baschung, Techniques d'analyse et de génération pour la langue naturelle.",1996,Jean Véroni,"Véroni, Jean:(CNRS and Universite de Provence)",https://doi.org/10.1093/llc/11.2.103,LLC
186,186,llc-186,"Paul Gorrell, Syntax and Parsing",1996,Martin Volk,"Volk, Martin:(University of Zurich)",https://doi.org/10.1093/llc/11.2.104,LLC
187,187,llc-187,"Harald Schweizer ed., Computerunterestützte Textinterpretation. Die Josefsgeschichte beschrieben und interpretiert im Dreischritt: Syntax—Semantik—Pragmatik",1996,Thomas Rommel,"Rommel, Thomas:(University of Tübingen)",https://doi.org/10.1093/llc/11.2.105,LLC
188,188,llc-188,"Charles Harvey and Jon Press, Databases in Historical Research. Theory, Methods and Applications",1996,Spencer Jordan,"Jordan, Spencer:(University of the West of England, Bristol)",https://doi.org/10.1093/llc/11.2.107,LLC
189,189,llc-189,‘A Few Simple Words’ of Interior Monologue in Ulysses: Reconfiguring the Evidence,1996,Wayne McKenna; Alexis Antonia,"McKenna, Wayne:University of Newcastle, New South Wales  Australia;  Antonia, Alexis:University of Newcastle, New South Wales  Australia",https://doi.org/10.1093/llc/11.2.55,LLC
190,190,llc-190,A Multivariate Synthesis of Published Platonic Stylometric Data,1996,J. T. Temple,"Temple, J. T.:Birkbeck College  London, UK",https://doi.org/10.1093/llc/11.2.67,LLC
191,191,llc-191,An Algorithm for Generating a Dictionary of Japanese Scientific Terms,1996,Yun-Sun Kang; Anthony A. MacIejewski,"Kang, Yun-Sun:Purdue University  West Lafayette, USA;  MacIejewski, Anthony A.:Purdue University  West Lafayette, USA",https://doi.org/10.1093/llc/11.2.77,LLC
192,192,llc-192,A Statistical Learning Approach to Improving the Accuracy of Chinese Word Segmentation,1996,Chi-Hong Leung; Wing-Kay Kan,"Leung, Chi-Hong:Department of Computer Science and Engineering, The Chinese University of Hong Kong;  Kan, Wing-Kay:Department of Computer Science and Engineering, The Chinese University of Hong Kong",https://doi.org/10.1093/llc/11.2.87,LLC
193,193,llc-193,Reports from Colloquia at Tubingen,1996,NA,NA,https://doi.org/10.1093/llc/11.2.93,LLC
194,194,llc-194,Diary,1996,NA,NA,https://doi.org/10.1093/llc/11.2.98,LLC
195,195,llc-195,News and Notes,1996,NA,NA,https://doi.org/10.1093/llc/11.2.99,LLC
196,196,llc-196,"The text-image-link-editor: A tool for linking facsimiles and transcriptions, and image annotations",2013,Yahya Ahmed Ali Al-Hajj; Marc Wilhelm Küster,"Al-Hajj, Yahya Ahmed Ali:Worms University of Applied Sciences, Germany;  Küster, Marc Wilhelm:Worms University of Applied Sciences, Germany",https://doi.org/10.1093/llc/fqs067,LLC
197,197,llc-197,"Sensorium: Embodied Experience, Technology, and Contemporary Art.Caroline A. Jones (ed.).",2008,Nele Wynants,"Wynants, Nele:Department of Literature, University of Antwerp, Belgium",https://doi.org/10.1093/llc/fqn008,LLC
198,198,llc-198,Learned Love. Proceedings of the Emblem Project Utrecht Conference on Dutch Love Emblems and the Internet (November 2006)Els Stronks and Peter Boot (eds).,2008,Elena Pierazzo,"Pierazzo, Elena:Centre for Computing in the Humanities, King's College London, UK",https://doi.org/10.1093/llc/fqn009,LLC
199,199,llc-199,More statistical observations on speech lengths in Shakespeare's plays,2008,Hartmut Ilsemann,"Ilsemann, Hartmut:English Department, Leibniz University of Hannover, Germany",https://doi.org/10.1093/llc/fqn011,LLC
